text,label
"8.5 A jelen Feltételek lényeges megsértésének minősül, ha a Szolgáltatásokon keresztül megvásárolt Termékek után fizetendő díj megfizetésének megkerülése céljából a Temun kívül szervezi meg a felsorolt termékek adásvételét a harmadik felektől vagy a díjak megfizetését a harmadik feleknek.",4-Érthető
"9.1 Nem vállalunk felelősséget semmilyen követelésért vagy vitáért, amely a Temu felhasználói között felmerülhet. Ha Ön és valamely másik felhasználó vagy bármely harmadik fél között vita alakul ki a Temun, nem vagyunk kötelesek ebbe beavatkozni.",5-Könnyen érthető
"10.1 Ön, az ügyfél felelős azért, hogy egy termék megvásárlása előtt elolvassa a teljes terméklistát. A rendelés leadásához lehet, hogy minimális vásárlási összeg szükséges, amely attól függően változhat, hogy ez az első vagy egy későbbi rendelés. Az alkalmazandó minimális vásárlási összeget és feltételeket a rendelés leadása előtt a termék részletező oldalán közöljük Önnel.",4-Érthető
"A vásárlás megerősítésével Ön elismeri, hogy Ön felelős a rendelés teljes költségének megfizetéséért, beleértve a vámokat, adókat és a szállítási költségeket, ha szükséges. Eltérő rendelkezés hiányában az Európai Unióban a weboldalunkon euróban (€) vagy más helyi pénznemben feltüntetett árak tartalmazzák az alkalmazandó áfát és minden egyéb adót az alkalmazandó mértékben (kivéve a vámokat, amelyekre az alábbi külön rendelkezések vonatkoznak). A megvásárolt termékektől és a kiválasztott szállítási módoktól függően szállítási költségek merülhetnek fel, amelyeket a rendelés megerősítése előtt egyértelműen feltüntetünk a Ön számára.",4-Érthető
"Míg mi segítünk Önnek az ügyfélszolgálattal és a rendelések visszaküldésével, Ön elfogadja, hogy (i) a termékek megvásárlására vonatkozó szerződés kizárólag Ön és egy harmadik fél kereskedőpartner között jön létre, és a Temu nem szerződő fél, és nem a kereskedőpartner ügynöke vagy képviselője, továbbá (ii) adott esetben Ön a megvásárolt termékek importőreként jár el, és ezennel felhatalmaz bennünket arra, hogy jelöljön ki egy szállítmányozót, aki az Ön közvetlen képviselőjeként jár el, és az Ön nevében fizeti a vámokat, adókat és díjakat.",2-Nehezen érthető
"A fizetés során becslést biztosítunk ügyfeleinknek a vámok, adók és díjak („Importdíjak”) tekintetében, valamint az Európai Unió területén a vámkezelést is elintézzük a nevükben. Jogunkban áll, hogy a fizetés során Importdíj-letét fizetésére kérjük Önt annak érdekében, hogy garantálhassuk ezen Importdíjak az Ön nevében történő kifizetését. Felhívjuk az Európai Unióban tartózkodó ügyfelek figyelmét, hogy ha az importált termékek összértéke meghaladja a vonatkozó jogszabályok által meghatározott küszöbértéket, akkor Importdíjakat vethetnek ki az Ön által vásárolt termékekre. Ha a tényleges Importdíjak magasabbak a becsült Importdíj-letétnél, akkor nem számítunk fel további díjakat. Ha a tényleges Importdíjak alacsonyabbak az általunk megbecsült Importdíj-letétnél, akkor a különbözetet automatikusan visszatérítjük a megrendeléshez használt fizetési mód használatával. A visszatérítés összegét e-mailben erősítjük meg. A visszatérítés feldolgozására akkor kerül sor, amikor a fuvarozóktól megkapjuk a tényleges importdíjakat igazoló számlát.",2-Nehezen érthető
"Felhívjuk figyelmét, hogy a Temun kizárólag harmadik fél kereskedőpartnerek jogosultak termékeket értékesíteni, akik hivatásos kereskedőként működnek.",4-Érthető
"10.2 Az értékesített termékekkel kapcsolatos információk elérhetők a weboldalon. Bár igyekszünk pontos információkat nyújtani a Temu oldalán, előfordulhatnak tipográfiai hibák, pontatlanságok vagy hiányosságok a rendelkezésre állással, termékleírásokkal, árképzéssel és egyéb termékinformációkkal kapcsolatban. Az alkalmazandó jogszabályoknak megfelelően, és ha a jelen Feltételek másként nem rendelkeznek, amennyiben bármely információ a Temun pontatlan, fenntartjuk a jogot arra, hogy kijavítsuk, és módosítsuk vagy megváltoztassuk az információt, illetve töröljük a megrendeléseket vagy azok egyes részeit a termék feladása előtt. Ebben az esetben felvesszük Önnel a kapcsolatot útmutatásért, vagy értesítjük Önt az ilyen törlésről, és visszatérítést biztosítunk az ilyen törlésről. Az Ön törvényben biztosított jogainak sérelme nélkül, és ha a Szolgáltatások másként nem rendelkeznek, Ön jogosult a megrendelését bármikor, a kiszállításra történő csomagolás előtt, díjmentesen és előzetes értesítés nélkül lemondani, és az ilyen lemondás esetén visszatérítésben részesül. Még akkor is, ha a termék már csomagolásra került a kiszállításhoz, Ön a kézhezvételt követően jogosult azt visszaküldeni, és ilyen visszaküldés esetén visszatérítésben részesül. A megrendelések lemondására, a termékvisszaküldésekre és a visszatérítésekre vonatkozó részletekért kérjük, látogassa meg a Támogatási Központot, valamint a Visszatérítési és Visszaküldési Szabályzatot.",2-Nehezen érthető
"10.3 Kérjük, hogy a rendelés leadása előtt alaposan ellenőrizze a megvásárolni kívánt termék minden leírását és korlátozását. Ha Önnél bármilyen különleges körülmény áll fenn (pl. egészségügyi vagy egészségi állapot és/vagy különleges igény), amely hatással lehet az Ön által megvásárolni kívánt termékre, akkor kizárólag az Ön felelőssége, hogy tájékoztassa az Eladót, mielőtt megrendelést ad le.",5-Könnyen érthető
"10.4 Minden észszerű erőfeszítést megteszünk annak érdekében, hogy a termékek színmegjelenítése a Temun a lehető legpontosabb legyen. Nem tudjuk azonban garantálni, hogy a monitoron megjelenített bármely szín pontosan tükrözi az Ön által megvásárolni kívánt termék színét.",5-Könnyen érthető
"10.5 Ön elismeri, hogy a termékek megfelelnek az ügyletnek vagy a tervezett vásárlásnak, ha: (i) megfelelnek a Temu oldalon megadott leírásnak, és rendelkeznek a Temu oldalon bemutatott tulajdonságokkal; (ii) alkalmasak arra a célra, amelyre az ilyen típusú árukat általában használják; és (iii) olyan minőségűek és teljesítményűek, mint az azonos típusú áruk esetében szokásos és észszerűen elvárható. A nemzeti fogyasztóvédelmi jogszabályok törvényes jogokat biztosítanak Önnek, beleértve a termék megfelelőségére vonatkozó jogi garanciát. A helyi jogszabályok értelmében jogosult lehet különösen (a) a Szolgáltatások megfelelőségének biztosítására, vagy (b) a szerződés felmondására. Ön gyakorolhatja ezeket a jogait a harmadik fél kereskedőpartnerekkel szemben.",3-Többé/kevésbé megértem
"10.6 A rendelés leadása előtt lehetősége nyílhat egy szállítási mód kiválasztására, és tájékozódhat a megrendelés kézbesítésének hozzávetőleges időpontjáról. Az Ön joghatóságában elérhető fizetési módok közül választhat. A vásárláshoz pontos és hiánytalan adatokat kell megadnia egy olyan érvényes fizetési módra, például a hitelkártyára vonatkozóan, amelynek használatára jogosult. Fiókját haladéktalanul frissítenie kell a fizetési móddal kapcsolatos minden változással. A FIZETÉSI MÓDRA VONATKOZÓ ADATOK MEGADÁSÁVAL ÉS EGY ADOTT VÁSÁRLÁS JÓVÁHAGYÁSÁVAL ÖN FELHATALMAZ MINKET, PARTNEREINKET VAGY ÜGYINTÉZŐINKET, ILLETVE PÉNZFORGALMI ADATFELDOLGOZÓNKAT, HOGY A MEGADOTT FIZETÉSI MÓDOT MEGTERHELJÉK AZ ALÁBBIAKKAL: (A) A MEGVÁSÁROLNI KÍVÁNT TERMÉKEKÉRT FIZETENDŐ ÖSSZEGEK; (B) MINDEN ALKALMAZANDÓ VÁM, ADÓ ÉS SZÁLLÍTÁSI KÖLTSÉG; VALAMINT (C) A SZOLGÁLTATÁSOK HASZNÁLATÁVAL KAPCSOLATBAN FELMERÜLŐ EGYÉB DÍJAK, AMELYEKET A FIZETÉS JÓVÁHAGYÁSA ELŐTT ÖSSZEGEZNEK. A jogszabályok által megengedett mértékben bármilyen okból elutasíthatjuk, befagyaszthatjuk vagy visszatarthatjuk a tranzakciót, beleértve a csalás gyanúját, a pénzmosás elleni és szankcióknak való megfelelést, illetve ha okunk van azt feltételezni, hogy a tranzakció kockázatot jelent ránk vagy egy harmadik félre nézve.",2-Nehezen érthető
"10.7 A pénzforgalmi adatfeldolgozók díjakat számíthatnak fel Önnek a Temun keresztül történő vásárlásokért. Az ilyen feldolgozási díjakat a Temun keresztül közöljük Önnel. A Szolgáltatások Ön általi használata és a pénzforgalmi adatfeldolgozók által biztosított fizetési folyamatok a pénzforgalmi adatfeldolgozóval kötött, időről időre módosított megállapodás tárgyát képezik. A fizetési szolgáltatások használatának feltételeként Önnek pontos és teljes körű adatokat kell megadnia, és Ön felhatalmaz minket arra, hogy ezeket az adatokat megosszuk a pénzforgalmi adatfeldolgozóval.",1-Nagyon nehezen érthető
"10.8 Az Ön fizetési kötelezettségei teljes mértékben teljesülnek, amint a megállapodás szerinti ár kifizetése beérkezik. A rendelési összesítőt a weboldalunkról töltheti le.",4-Érthető
"11.1 Ügyfélszolgálatunkon keresztül segítséget nyújtunk a fizetés, a visszaküldés, a visszatérítés és egyéb, az Ön által vásárolt termékekkel kapcsolatos területeken.",5-Könnyen érthető
"11.2 Szeretnénk, ha Ön elégedett lenne a Szolgáltatásokon keresztül történő vásárlásaival. A Temun vásárolt összes termék esetében jogosult lehet a visszaküldésre és a visszatérítésre. A visszaküldéssel és visszatérítéssel kapcsolatos részletekért látogasson el a következő oldalra: Visszaküldési és visszatérítési szabályzat. Kérjük, kövesse a szabályzatban található utasításokat, ha visszatérítést szeretne kérni. Ön tudomásul veszi és elfogadja, hogy a Visszaküldési és visszatérítési szabályzatnak megfelelően visszatérítést nyújthatunk Önnek.",3-Többé/kevésbé megértem
"Ha a Visszaküldési és visszatérítési szabályzat másként nem rendelkezik, a visszatérítés nem terjed ki a vámokra, adókra vagy a visszatérítési folyamat során felmerülő esetleges visszaküldési költségekre.",5-Könnyen érthető
"12.1 A Szolgáltatások használatáért krediteket, kuponokat, készpénzt, ajándékokat vagy egyéb jutalmakat (együttesen: „Jutalmak”) kaphat. Egyes jutalmak csak a Szolgáltatásokban vagy a Szolgáltatásokon keresztüli jogosult vásárlásokra vonatkozó kedvezményekre vagy fizetésre használhatók fel (de vegye figyelembe, hogy nem minden termék jogosult), és nem válthatók be készpénzre, kivéve azokban a joghatóságokban, ahol ezt törvény írja elő. Figyelmesen olvassa el a különböző jutalmakra vonatkozó információkat és az alkalmazandó szabályokat. Amennyiben ellentmondás merül fel a Jutalmakra vonatkozó feltételek és a jelen Feltételek között, a Jutalmak konkrét feltételei az irányadók.",1-Nagyon nehezen érthető
"13.1 Ön bármikor szabadon abbahagyhatja a Szolgáltatások használatát. Továbbá mi is szabadon megszüntethetjük vagy felfüggeszthetjük a Szolgáltatásoknak vagy a Fiókjának használatát, ha Ön megsérti a jelen feltételeket vagy az irányelveket, amint azt mi észszerűen eljárva meghatározzuk. A jelen Feltételek a Szolgáltatások használatának megszüntetése vagy felfüggesztése után is érvényesíthetők maradnak Önnel szemben, és az Ön által nekünk kifizetetlen összegek továbbra is esedékesek maradnak.",3-Többé/kevésbé megértem
"13.2 Ha Fiókja bármilyen okból megszűnik, a Fiókjához kapcsolódó összes Tartalom és Jutalom elveszik és törlődik. A fennmaradó Jutalmakat a megszűnés hatálybalépésének időpontja előtt kell megpróbálnia felhasználni.",4-Érthető
"13.3 A Feltételek minden olyan rendelkezése, amelynek természeténél fogva fenn kell maradnia, a jelen Feltételek megszűnése után is fennmarad, ideértve többek között a tulajdonjogi rendelkezéseket, a szavatossági kizárásokat és a felelősségkorlátozásokat.",2-Nehezen érthető
14.1 Kizárólag a Szolgáltatások nyújtására vonatkozó szerződéses kötelezettségünk tekintetében vagyunk felelősek Önnel szemben. Semmilyen esetben sem vállalunk felelősséget harmadik felek semmilyen cselekedetéért vagy mulasztásáért.,2-Nehezen érthető
"14.2 Az Önnel szembeni felelősségünket az alábbi szabályok határozzák meg: (1) Korlátlan felelősséget vállalunk az általunk, munkavállalóink vagy teljesítési segédeink által szándékosan vagy súlyos gondatlanságból okozott károkért, továbbá a hibák szándékos elhallgatása, a jelen Feltételekben biztosított kifejezett garanciák megszegése, valamint személyi sérülésekből (élet, testi épség és egészség) eredő károk esetén. (2) Egyéb károkért kizárólag akkor tartozunk felelősséggel, ha azok olyan kötelezettség megszegéséből erednek, amelynek teljesítése elengedhetetlen a szerződés megfelelő teljesítéséhez, és amelynek betartására a szerződő másik fél rendszerint számíthat. Ugyanakkor az ilyen egyéb károkért való felelősségünk az ilyen típusú szerződésekre jellemzőnek és előre láthatónak tekintett károkra korlátozódik. Nem vállalunk felelősséget semmilyen előre nem látható veszteségért. Az előre nem látható veszteségek olyan veszteségek, amelyek váratlanok, és nem volt nyilvánvaló, hogy felmerülnek, és a jelen Megállapodás megkötése Ön nem tett semmilyen olyan kijelentést, ami arra utalhatott, hogy számolnunk kellett volna a bekövetkezésükkel. A termékfelelősségi törvény szerinti lehetséges kötelezettségek nem érintettek. Minden további felelősséget kizárunk. (3) Nem vállalunk garanciát vagy felelősséget a harmadik felekkel kötött szerződések szerinti kötelezettségekért. (4) Továbbá nem vállalunk felelősséget az általunk a Temun ingyenesen biztosított Tartalom pontosságáért, megbízhatóságáért vagy teljességéért, illetve az ilyen Tartalomból eredő esetleges károkért. (5) Egyes országok lehet, hogy nem engedélyeznek bizonyos, fent felsorolt korlátozásokat. Ezek a korlátozások az alkalmazandó jogszabályok által megengedett mértékben érvényesek, és Önt további jogok illetik meg a nemzeti fogyasztóvédelmi törvények értelmében.",1-Nagyon nehezen érthető
"15.1 Ön vállalja, hogy kártalanít minket minden olyan követeléssel szemben, amelyet más felhasználók vagy más harmadik felek velünk szemben támasztanak, és amely jogaiknak a Szolgáltatások Ön általi használata vagy a jelen Feltételek megsértése miatt történő megsértésén alapul. A jelen szakasz szerinti kártalanítás során Ön viseli a szükséges jogi védelem költségeit. Ez nem vonatkozik arra az esetre, ha Ön nem felelős az ilyen követelésért. A jelen 15. szakasz szerinti kártérítési igény esetén Ön köteles haladéktalanul és pontosan megadni nekünk minden olyan információt, amely a követelések kivizsgálásához és a védelemhez szükséges.",2-Nehezen érthető
"16.1 Alkalmazási engedély. A Feltételek betartása mellett korlátozott, nem kizárólagos, nem átruházható, nem allicencelhető, visszavonható engedélyt adunk Önnek a Temu mobilalkalmazás („Alkalmazás”) egy példányának letöltésére, telepítésére és használatára az Ön tulajdonában vagy ellenőrzése alatt álló eszközön vagy számítógépen, kizárólag személyes vagy nem kereskedelmi használatra. Továbbá az Apple App Store-on keresztül elérhető vagy onnan letöltött bármely Alkalmazás („Apple App Store-ból származó Alkalmazás”) tekintetében Ön az Apple App Store-ból származó Alkalmazást csak (a) Apple márkájú, iOS-t (az Apple saját operációs rendszerét) futtató terméken, és (b) az Apple App Store szolgáltatási feltételeiben meghatározott „Használati szabályok” által megengedett módon használhatja. A jelen szakasz első mondatának rendelkezéseitől függetlenül, bármely Apple App Store forrásból származó Alkalmazás vagy a Google Play Áruházon keresztül elérhető vagy onnan letöltött bármely Alkalmazás („Google Play forrásból származó Alkalmazás”) tekintetében Ön további jogokkal rendelkezhet az Alkalmazáshoz való hozzáférés és az Alkalmazás használata tekintetében, amelyek a tömeges vásárlásra vonatkoznak, vagy az Apple márkájú termékeken családi megosztáson keresztül, vagy az Ön által kijelölt családi csoportban történő közös használat esetében, a vonatkozó Apple vagy Google feltételek és az Ön kapcsolódó beállításai szerint.",1-Nagyon nehezen érthető
"16.2 Alkalmazás-áruházak. Ön tudomásul veszi és elfogadja, hogy az Alkalmazás és a Szolgáltatások elérhetősége attól a harmadik féltől függ, akitől Ön az Alkalmazás licencét kapta, pl. az Apple App Store vagy a Google Play Store (együttesen „Alkalmazás-áruház”). Ön tudomásul veszi, hogy a Feltételek Ön és közöttünk, és nem az Alkalmazás-áruház között jönnek létre. Kizárólag mi (nem pedig az Alkalmazás-áruház) vagyunk felelősek a Szolgáltatásokért, beleértve az Alkalmazást, annak tartalmát, karbantartását, támogatási szolgáltatásait és az azokkal kapcsolatos garanciát, valamint az ezekkel kapcsolatos bármely követelés kezelését (pl. termékfelelősség, jogi megfelelés vagy szellemi tulajdon megsértése). Az Alkalmazás használatához vezeték nélküli hálózathoz való hozzáféréssel kell rendelkeznie, és Ön vállalja, hogy az ilyen hozzáféréssel kapcsolatos valamennyi díjat megfizeti. Ön vállalja továbbá, hogy megfizeti az App Store által a Szolgáltatásokkal, beleértve az Alkalmazást is, kapcsolatban felszámított valamennyi díjat és a vonatkozó adókat (ha van ilyen). Ön beleegyezik, hogy bármely Szolgáltatás használata során (az Alkalmazást is beleértve) betartja az alkalmazandó Alkalmazás-áruház által előírt valamennyi szerződési feltételt, és az Alkalmazás használatára vonatkozó engedély feltétele, hogy Ön megfeleljen ezeknek. Ön tudomásul veszi, hogy az Alkalmazás-áruház (és leányvállalatai) a Feltételek kedvezményezett harmadik felei, és jogosultak a Feltételek érvényesítésére.",1-Nagyon nehezen érthető
"16.3. Az Alkalmazás elérése és letöltése az Apple App Store-ból. Az alábbiak az Apple App Store áruházon keresztül elérhető vagy onnan letöltött Apple App Store-ból származó alkalmazásokra vonatkoznak: (1) Ön tudomásul veszi és elfogadja, hogy (i) a Feltételek Ön és kizárólag közöttünk és nem az Apple között jönnek létre, és (ii) az Apple App Store-ból származó alkalmazásért és annak tartalmáért kizárólag mi, nem pedig az Apple tartozik felelősséggel. Az Apple App Store-ból származó alkalmazás Ön által történő használatának meg kell felelnie az Apple App Store Szolgáltatási feltételeinek. (2) Ön tudomásul veszi, hogy az Apple nem köteles karbantartási és támogatási szolgáltatásokat nyújtani az Apple App Store-ból származó alkalmazással kapcsolatban. -(3) Amennyiben az Apple App Store-ból származó Alkalmazás nem felel meg az alkalmazandó jótállásnak, Ön értesítheti az Apple-t, és az Apple visszatéríti Önnek az Apple App Store-ból származó Alkalmazás vételárát, és az alkalmazandó jogszabályok által megengedett legnagyobb mértékben az Apple nem vállal semmilyen egyéb jótállási kötelezettséget az Apple App Store-ból származó Alkalmazás tekintetében. A köztünk és az Apple között minden egyéb követelés, veszteség, kötelezettség, kár, költség vagy kiadás, amely a garancia nem teljesítéséből adódik, kizárólag a mi felelősségünk. (4) Ön és mi tudomásul vesszük, hogy a köztünk és az Apple között az Apple nem felelős az Apple App Store-ból származó alkalmazással, illetve az Apple App Store-ból származó alkalmazás birtoklásával és használatával kapcsolatos, Önt vagy harmadik felet érintő követelések kezeléséért, beleértve, de nem kizárólagosan a következőket: (i) termékfelelősségi igények; (ii) bármely olyan igény, amely szerint az Apple App Store-ból származó Alkalmazás nem felel meg bármely alkalmazandó jogi vagy szabályozási követelménynek; és (iii) a fogyasztóvédelmi, adatvédelmi vagy hasonló jogszabályok alapján felmerülő igények. (5) Ön és mi tudomásul vesszük, hogy amennyiben egy harmadik fél azt állítja, hogy az Apple App Store-ból származó Alkalmazás vagy az Apple App Store-ból származó Alkalmazás Ön általi birtoklása és használata sérti az adott harmadik fél szellemi tulajdonjogait, mi és az Apple közül mi, nem pedig az Apple tartozik kizárólagos felelősséggel a szellemi tulajdonjogok megsértésével kapcsolatos követelések kivizsgálásáért, védelméért, rendezéséért és teljesítéséért a Feltételekben előírt mértékben (6) Ön és mi tudomásul vesszük és elfogadjuk, hogy az Apple és az Apple leányvállalatai az Apple App Store-ból származó Alkalmazás licencével kapcsolatban a Feltételek harmadik fél kedvezményezettjei, és hogy a Feltételek szerződési feltételeinek elfogadását követően az Apple jogosult (és úgy tekintendő, hogy elfogadta a jogot), hogy a Feltételeket Önnel szemben, harmadik fél kedvezményezettként érvényesítse az Apple App Store-ból származó alkalmazás licencével kapcsolatban. (7) A Feltételek bármely más feltételének korlátozása nélkül Önnek be kell tartania a harmadik felekkel kapcsolatos összes vonatkozó szerződési feltételt az Apple App Store-ból származó Alkalmazás használata során.",1-Nagyon nehezen érthető
"17.1 Hozzárendelés. Ön előzetes írásbeli hozzájárulásunk nélkül semmilyen módon (a jogszabályok erejénél fogva vagy más módon) nem engedményezheti, delegálhatja vagy ruházhatja át a jelen Feltételeket, illetve a jelen Szerződésből eredő jogait és kötelezettségeit semmilyen más személyre, és minden, a fentiekkel ellentétes engedményezési, alvállalkozásba adási, felhatalmazási vagy átruházási kísérlet semmisnek minősül. A jelen Feltételeket, valamint az azokból eredő jogokat és kötelezettségeket az Ön hozzájárulása nélkül bármely más személyre átruházhatjuk, átengedhetjük vagy delegálhatjuk, hacsak erről a jelen Feltételek másként nem rendelkeznek, és minden esetben az Ön törvényes jogainak sérelme nélkül.",1-Nagyon nehezen érthető
"17.2 Előre nem látható események. Nem vállalunk felelősséget a teljesítés késedelméért vagy elmulasztásáért, amely a mi észszerű befolyásunkon kívül eső okokból ered, beleértve, de nem kizárólagosan, az alábbiakat: természeti csapás, háború, terrorizmus, lázadás, embargó, polgári vagy katonai hatóságok intézkedései, tűz, árvíz, baleset, járvány, sztrájk, vagy szállítási eszközök, üzemanyag, energia, munkaerő vagy anyagok hiánya.",3-Többé/kevésbé megértem
"17.3 Jogválasztás. Ha Ön az Európai Unió valamely országának lakosa, akkor a jelen Feltételekre, valamint a közöttünk és Ön között esetlegesen felmerülő bármilyen jogvitára az adott ország jogszabályai az irányadók. Ha Ön az Európai Unión kívüli lakos, akkor Írország törvényei az irányadóak. Az Egyesült Nemzetek Szervezetének az áruk nemzetközi adásvételi szerződéseiről szóló egyezménye nem vonatkozik az Ön és köztünk létrejött szerződésre vagy a jelen Feltételekre.",3-Többé/kevésbé megértem
"17.4 Vitarendezés. Kérjük, hogy bármely felmerülő probléma esetén először vegye fel a kapcsolatot közvetlenül az ügyfélszolgálatunkkal a békés megoldás érdekében. Amennyiben a vitás kérdés békés úton nem rendeződik, és bármilyen esetben, Ön és mi egyaránt elfogadjuk, hogy a jelen Feltételekből eredő vagy azokkal összefüggő bármely vita a dublini (Írország) bíróságok, vagy az Ön európai uniós lakóhelye szerinti bíróság hatáskörébe tartozik.",5-Könnyen érthető
"Az Európai Unió Digitális szolgáltatásokról szóló rendelete vagy egyéb alkalmazandó európai uniós és nemzeti jogszabályok által előírt esetek kivételével nem vagyunk kötelesek részt venni a nem kötelező alternatív vitarendezési eljárásokban az alkalmazandó, nem kötelező szabályozások szerint.",4-Érthető
"17.5 Értesítés. Ön tudomásul veszi és elfogadja, hogy az értesítéseket küldhetjük Önnek e-mailben, az Ön által megadott legutolsó e-mail-címen, és ez hatályos értesítésnek minősül. Következésképpen Ön felelős azért, hogy az e-mail címével-kapcsolatos adatait naprakészen tartsa. A webes űrlapunkon keresztül vagy a következő címre küldött levélben küldhet nekünk értesítést:",5-Könnyen érthető
"Whaleco Technology Limited, First Floor, 25 St Stephen's Green, Dublin 2, Ireland",4-Érthető
"Ha Ön postai úton küld értesítést, kérjük, vegye figyelembe, hogy az ilyen értesítés akkor tekintendő kézbesítettnek, amikor az a fenti címre küldött, országosan elismert, éjszakai kézbesítő szolgálat által kézbesített levélben vagy normál bérmentesített postai küldeményként beérkezett hozzánk.",5-Könnyen érthető
"17.6. Lemondás. Ha nem reagálunk az Ön vagy mások által elkövetett jogsértésre, az nem jelenti azt, hogy lemondunk arról a jogunkról, hogy a későbbi vagy hasonló jogsértésekkel kapcsolatban fellépjünk.",5-Könnyen érthető
"17.7 Részleges érvénytelenség. Ha a jelen Feltételek bármely rendelkezése végrehajthatatlannak vagy érvénytelennek bizonyul, az adott rendelkezést a szükséges minimális mértékben korlátozzák vagy törlik, hogy a jelen Feltételek egyébként teljes mértékben hatályban maradjanak és végrehajthatóak legyenek.",2-Nehezen érthető
17.8 Kedvezményezett harmadik felek. A 16. szakaszban foglaltak kivételével a jelen Feltételek nem tartalmaznak harmadik félnek szánt kedvezményezetteket.,4-Érthető
"17.9 Teljes megállapodás. A jelen Feltételek a felek végleges, teljes és kizárólagos megállapodását képezik a jelen Feltételek tárgyát illetően, és hatályon kívül helyeznek és magukba olvasztanak minden korábbi, a felek között az ilyen tárgyban folytatott megbeszélést.",3-Többé/kevésbé megértem
"17.10 Összeférhetetlenségek. Amennyiben bármely harmadik fél kereskedőpartner további feltételeket biztosít, vagy a jelen Feltételeknél és/vagy a Visszatérítési és Visszaküldési Szabályzatunknál kedvezőbb garanciát kínál, ezen további feltételek az irányadók. A Temu azonban nem vállal felelősséget ezen feltételekért, és Önnek követnie kell a kereskedőpartner utasításait, vagy közvetlenül kell felvennie velük a kapcsolatot annak érdekében, hogy ezen feltételek érvényesüljenek, illetve ha bármilyen kérdése merül fel, vagy úgy véli, hogy bármely feltétel jogellenes vagy érvénytelen. Amennyiben e kiegészítő feltételek bármelyike jogellenes vagy érvénytelen, a kötelező fogyasztóvédelmi jogszabályok az irányadóak. A Temu fenntartja a jogot, hogy eltávolítson vagy korlátozza a hozzáférést bármely olyan információhoz, amely sérti az alkalmazandó törvényeket, amint tudomást szerez róla.",2-Nehezen érthető
"Whaleco Technology Limited, First Floor, 25 St Stephen's Green, Dublin 2, Ireland",5-Könnyen érthető
További információ a Cégadatok - Impresszumban található.,5-Könnyen érthető
"2.1. Az Orvosi Központ kötelezettséget vállal, hogy valamennyi Szolgáltatását a vonatkozó jogszabályoknak és egyéb szakmai előírásoknak megfelelően, szakszerűen nyújtja. A Szolgáltató kötelezettséget vállal arra, hogy a Páciens járóbeteg-szakellátáshoz szükséges, a vonatkozó egészségügyi tárgyú jogszabályokban meghatározott személyi és tárgyi feltételeket jelen jogviszony hatálya alatt megteremti és folyamatosan, legjobb tudása és szakértelme szerint biztosítja; a megfelelő működés érdekében valamennyi szükséges intézkedést megtesz.",4-Érthető
"A Szolgáltató kötelezettséget vállal arra, hogy a járóbeteg-szakellátásokat saját egészségügyi személyzete és Szerződött Partnerei igénybevételével nyújtja a Szolgáltató honlapján https://mentahaz.hu a Szakrendeléseink menüpont alatt megjelölt szakrendeléseken. Az Orvosi Központ nyitvatartási idejét és rendelőintézetének elérhetőségét a Szolgáltató honlapján teszi közzé, egyúttal kötelezettséget vállal arra, hogy a Pácienst előzetes bejelentkezés alapján a fent jelölt rendelőiben fogadja és részére Szolgáltatási díj ellenében járóbeteg szakellátást nyújt.",4-Érthető
"A Páciens tudomásul veszi, és kifejezetten hozzájárul ahhoz, hogy a Szolgáltató az általa nyújtott szolgáltatások teljesítéséhez Szerződött Partnereket vegyen igénybe, akiknek szolgáltatásaiért a Szolgáltató a Pácienssel szemben úgy felel, mintha azt maga látta volna el. Egyebekben figyelemmel a Szerződött Partnerek igénybevételére a Szolgáltató kijelenti, hogy szolgáltatásai közvetített egészégügyi szolgáltatásokat is tartalmaznak, melyek esetében a Szolgáltató az egészségügyi szolgáltatás nyújtásának megszervezését vállalja saját szervezeti egysége keretében, hozzáadott szolgáltatási tartalommal.",4-Érthető
"A Szolgáltató kötelezettséget vállal, hogy a járóbeteg-szakellátás végzésére érvényes szakmai, hatósági, működési engedélyekkel és a tevékenysége folytatásához kapcsolódóan felelősségbiztosítással rendelkezik, a teljesítése során általa alkalmazott eljárás, technológia, a teljesítéshez általa biztosított, felhasznált eszközök mindenben megfelelnek a hatályos jogszabályoknak, továbbá az érdekkörében eljáró Szerződött Partnerek (-) rendelkeznek valamennyi hatósági engedéllyel, valamint mindazzal a szakmai ismerettel, amely a jelen jogviszony tárgyát képező tevékenység szakmai szabályoknak megfelelő végzéséhez szükséges.",4-Érthető
"A járóbeteg-szakellátás teljesítéshez szükséges személyi és dologi feltételeket a Szolgáltató biztosítja; gondoskodik továbbá arról, hogy a teljesítéshez szükséges személyi és dologi feltételek a jogviszony teljes időtartama alatt folyamatosan megfelelő állapotban legyenek, illetve szükség esetén gondoskodik az eszközök cseréjéről, pótlásáról.",3-Többé/kevésbé megértem
"A Szolgáltató tevékenységét köteles a vonatkozó szakmai és etikai szabályoknak, irányelveknek, protokolloknak és előírásoknak megfelelően, az egészségügyi ellátásban részt vevőktől elvárható gondossággal teljesíteni.",5-Könnyen érthető
